filename,age,gender
150_What Ancient People Knew About Success | Ryan Holiday.wav,34,0
160_What Ancient People Knew About Success | Ryan Holiday.wav,34,0
170_What Ancient People Knew About Success | Ryan Holiday.wav,34,0
180_What Ancient People Knew About Success | Ryan Holiday.wav,34,0
190_What Ancient People Knew About Success | Ryan Holiday.wav,34,0
200_What Ancient People Knew About Success | Ryan Holiday.wav,34,0
210_What Ancient People Knew About Success | Ryan Holiday.wav,34,0
220_What Ancient People Knew About Success | Ryan Holiday.wav,34,0
230_What Ancient People Knew About Success | Ryan Holiday.wav,34,0
240_What Ancient People Knew About Success | Ryan Holiday.wav,34,0
"0_""What Is Your Purpose?"" | Jay Shetty's CRUCIAL Advice For Young People.wav",34,0
"10_""What Is Your Purpose?"" | Jay Shetty's CRUCIAL Advice For Young People.wav",34,0
"20_""What Is Your Purpose?"" | Jay Shetty's CRUCIAL Advice For Young People.wav",34,0
"30_""What Is Your Purpose?"" | Jay Shetty's CRUCIAL Advice For Young People.wav",34,0
"40_""What Is Your Purpose?"" | Jay Shetty's CRUCIAL Advice For Young People.wav",34,0
"50_""What Is Your Purpose?"" | Jay Shetty's CRUCIAL Advice For Young People.wav",34,0
"60_""What Is Your Purpose?"" | Jay Shetty's CRUCIAL Advice For Young People.wav",34,0
"70_""What Is Your Purpose?"" | Jay Shetty's CRUCIAL Advice For Young People.wav",34,0
"80_""What Is Your Purpose?"" | Jay Shetty's CRUCIAL Advice For Young People.wav",34,0
"90_""What Is Your Purpose?"" | Jay Shetty's CRUCIAL Advice For Young People.wav",34,0
"100_""What Is Your Purpose?"" | Jay Shetty's CRUCIAL Advice For Young People.wav",34,0
"110_""What Is Your Purpose?"" | Jay Shetty's CRUCIAL Advice For Young People.wav",34,0
"120_""What Is Your Purpose?"" | Jay Shetty's CRUCIAL Advice For Young People.wav",34,0
"130_""What Is Your Purpose?"" | Jay Shetty's CRUCIAL Advice For Young People.wav",34,0
"140_""What Is Your Purpose?"" | Jay Shetty's CRUCIAL Advice For Young People.wav",34,0
"150_""What Is Your Purpose?"" | Jay Shetty's CRUCIAL Advice For Young People.wav",34,0
"160_""What Is Your Purpose?"" | Jay Shetty's CRUCIAL Advice For Young People.wav",34,0
"170_""What Is Your Purpose?"" | Jay Shetty's CRUCIAL Advice For Young People.wav",34,0
"180_""What Is Your Purpose?"" | Jay Shetty's CRUCIAL Advice For Young People.wav",34,0
"190_""What Is Your Purpose?"" | Jay Shetty's CRUCIAL Advice For Young People.wav",34,0
"200_""What Is Your Purpose?"" | Jay Shetty's CRUCIAL Advice For Young People.wav",34,0
"210_""What Is Your Purpose?"" | Jay Shetty's CRUCIAL Advice For Young People.wav",34,0
"220_""What Is Your Purpose?"" | Jay Shetty's CRUCIAL Advice For Young People.wav",34,0
"230_""What Is Your Purpose?"" | Jay Shetty's CRUCIAL Advice For Young People.wav",34,0
"240_""What Is Your Purpose?"" | Jay Shetty's CRUCIAL Advice For Young People.wav",34,0
"250_""What Is Your Purpose?"" | Jay Shetty's CRUCIAL Advice For Young People.wav",34,0
"260_""What Is Your Purpose?"" | Jay Shetty's CRUCIAL Advice For Young People.wav",34,0
"270_""What Is Your Purpose?"" | Jay Shetty's CRUCIAL Advice For Young People.wav",34,0
"280_""What Is Your Purpose?"" | Jay Shetty's CRUCIAL Advice For Young People.wav",34,0
"290_""What Is Your Purpose?"" | Jay Shetty's CRUCIAL Advice For Young People.wav",34,0
"300_""What Is Your Purpose?"" | Jay Shetty's CRUCIAL Advice For Young People.wav",34,0
0_The Root Of All Our Problems Today... | Adam Grant.wav,40,0
10_The Root Of All Our Problems Today... | Adam Grant.wav,40,0
20_The Root Of All Our Problems Today... | Adam Grant.wav,40,0
30_The Root Of All Our Problems Today... | Adam Grant.wav,40,0
40_The Root Of All Our Problems Today... | Adam Grant.wav,40,0
50_The Root Of All Our Problems Today... | Adam Grant.wav,40,0
60_The Root Of All Our Problems Today... | Adam Grant.wav,40,0
70_The Root Of All Our Problems Today... | Adam Grant.wav,40,0
80_The Root Of All Our Problems Today... | Adam Grant.wav,40,0
90_The Root Of All Our Problems Today... | Adam Grant.wav,40,0
100_The Root Of All Our Problems Today... | Adam Grant.wav,40,0
110_The Root Of All Our Problems Today... | Adam Grant.wav,40,0
120_The Root Of All Our Problems Today... | Adam Grant.wav,40,0
130_The Root Of All Our Problems Today... | Adam Grant.wav,40,0
140_The Root Of All Our Problems Today... | Adam Grant.wav,40,0
150_The Root Of All Our Problems Today... | Adam Grant.wav,40,0
160_The Root Of All Our Problems Today... | Adam Grant.wav,40,0
170_The Root Of All Our Problems Today... | Adam Grant.wav,40,0
180_The Root Of All Our Problems Today... | Adam Grant.wav,40,0
190_The Root Of All Our Problems Today... | Adam Grant.wav,40,0
200_The Root Of All Our Problems Today... | Adam Grant.wav,40,0
210_The Root Of All Our Problems Today... | Adam Grant.wav,40,0
220_The Root Of All Our Problems Today... | Adam Grant.wav,40,0
230_The Root Of All Our Problems Today... | Adam Grant.wav,40,0
240_The Root Of All Our Problems Today... | Adam Grant.wav,40,0
250_The Root Of All Our Problems Today... | Adam Grant.wav,40,0
260_The Root Of All Our Problems Today... | Adam Grant.wav,40,0
270_The Root Of All Our Problems Today... | Adam Grant.wav,40,0
280_The Root Of All Our Problems Today... | Adam Grant.wav,40,0
290_The Root Of All Our Problems Today... | Adam Grant.wav,40,0
300_The Root Of All Our Problems Today... | Adam Grant.wav,40,0
0_Take FULL CONTROL Of Your Mind! | Eckhart Tolle.wav,73,0
10_Take FULL CONTROL Of Your Mind! | Eckhart Tolle.wav,73,0
20_Take FULL CONTROL Of Your Mind! | Eckhart Tolle.wav,73,0
30_Take FULL CONTROL Of Your Mind! | Eckhart Tolle.wav,73,0
40_Take FULL CONTROL Of Your Mind! | Eckhart Tolle.wav,73,0
50_Take FULL CONTROL Of Your Mind! | Eckhart Tolle.wav,73,0
60_Take FULL CONTROL Of Your Mind! | Eckhart Tolle.wav,73,0
70_Take FULL CONTROL Of Your Mind! | Eckhart Tolle.wav,73,0
80_Take FULL CONTROL Of Your Mind! | Eckhart Tolle.wav,73,0
90_Take FULL CONTROL Of Your Mind! | Eckhart Tolle.wav,73,0
100_Take FULL CONTROL Of Your Mind! | Eckhart Tolle.wav,73,0
110_Take FULL CONTROL Of Your Mind! | Eckhart Tolle.wav,73,0
120_Take FULL CONTROL Of Your Mind! | Eckhart Tolle.wav,73,0
130_Take FULL CONTROL Of Your Mind! | Eckhart Tolle.wav,73,0
140_Take FULL CONTROL Of Your Mind! | Eckhart Tolle.wav,73,0
150_Take FULL CONTROL Of Your Mind! | Eckhart Tolle.wav,73,0
160_Take FULL CONTROL Of Your Mind! | Eckhart Tolle.wav,73,0
170_Take FULL CONTROL Of Your Mind! | Eckhart Tolle.wav,73,0
180_Take FULL CONTROL Of Your Mind! | Eckhart Tolle.wav,73,0
190_Take FULL CONTROL Of Your Mind! | Eckhart Tolle.wav,73,0
200_Take FULL CONTROL Of Your Mind! | Eckhart Tolle.wav,73,0
210_Take FULL CONTROL Of Your Mind! | Eckhart Tolle.wav,73,0
220_Take FULL CONTROL Of Your Mind! | Eckhart Tolle.wav,73,0
230_Take FULL CONTROL Of Your Mind! | Eckhart Tolle.wav,73,0
240_Take FULL CONTROL Of Your Mind! | Eckhart Tolle.wav,73,0
250_Take FULL CONTROL Of Your Mind! | Eckhart Tolle.wav,73,0
260_Take FULL CONTROL Of Your Mind! | Eckhart Tolle.wav,73,0
270_Take FULL CONTROL Of Your Mind! | Eckhart Tolle.wav,73,0
280_Take FULL CONTROL Of Your Mind! | Eckhart Tolle.wav,73,0
290_Take FULL CONTROL Of Your Mind! | Eckhart Tolle.wav,73,0
300_Take FULL CONTROL Of Your Mind! | Eckhart Tolle.wav,73,0
0_Is THIS The Secret To Success? The HONEST Truth | Tim Grover.wav,57,0
10_Is THIS The Secret To Success? The HONEST Truth | Tim Grover.wav,57,0
20_Is THIS The Secret To Success? The HONEST Truth | Tim Grover.wav,57,0
30_Is THIS The Secret To Success? The HONEST Truth | Tim Grover.wav,57,0
40_Is THIS The Secret To Success? The HONEST Truth | Tim Grover.wav,57,0
50_Is THIS The Secret To Success? The HONEST Truth | Tim Grover.wav,57,0
60_Is THIS The Secret To Success? The HONEST Truth | Tim Grover.wav,57,0
70_Is THIS The Secret To Success? The HONEST Truth | Tim Grover.wav,57,0
80_Is THIS The Secret To Success? The HONEST Truth | Tim Grover.wav,57,0
90_Is THIS The Secret To Success? The HONEST Truth | Tim Grover.wav,57,0
100_Is THIS The Secret To Success? The HONEST Truth | Tim Grover.wav,57,0
110_Is THIS The Secret To Success? The HONEST Truth | Tim Grover.wav,57,0
120_Is THIS The Secret To Success? The HONEST Truth | Tim Grover.wav,57,0
130_Is THIS The Secret To Success? The HONEST Truth | Tim Grover.wav,57,0
140_Is THIS The Secret To Success? The HONEST Truth | Tim Grover.wav,57,0
150_Is THIS The Secret To Success? The HONEST Truth | Tim Grover.wav,57,0
160_Is THIS The Secret To Success? The HONEST Truth | Tim Grover.wav,57,0
170_Is THIS The Secret To Success? The HONEST Truth | Tim Grover.wav,57,0
180_Is THIS The Secret To Success? The HONEST Truth | Tim Grover.wav,57,0
190_Is THIS The Secret To Success? The HONEST Truth | Tim Grover.wav,57,0
200_Is THIS The Secret To Success? The HONEST Truth | Tim Grover.wav,57,0
210_Is THIS The Secret To Success? The HONEST Truth | Tim Grover.wav,57,0
0_The Moment That CHANGED Everything | Oprah.wav,67,1
10_The Moment That CHANGED Everything | Oprah.wav,67,1
20_The Moment That CHANGED Everything | Oprah.wav,67,1
30_The Moment That CHANGED Everything | Oprah.wav,67,1
40_The Moment That CHANGED Everything | Oprah.wav,67,1
50_The Moment That CHANGED Everything | Oprah.wav,67,1
60_The Moment That CHANGED Everything | Oprah.wav,67,1
70_The Moment That CHANGED Everything | Oprah.wav,67,1
80_The Moment That CHANGED Everything | Oprah.wav,67,1
90_The Moment That CHANGED Everything | Oprah.wav,67,1
100_The Moment That CHANGED Everything | Oprah.wav,67,1
110_The Moment That CHANGED Everything | Oprah.wav,67,1
120_The Moment That CHANGED Everything | Oprah.wav,67,1
130_The Moment That CHANGED Everything | Oprah.wav,67,1
140_The Moment That CHANGED Everything | Oprah.wav,67,1
150_The Moment That CHANGED Everything | Oprah.wav,67,1
160_The Moment That CHANGED Everything | Oprah.wav,67,1
170_The Moment That CHANGED Everything | Oprah.wav,67,1
180_The Moment That CHANGED Everything | Oprah.wav,67,1
190_The Moment That CHANGED Everything | Oprah.wav,67,1
200_The Moment That CHANGED Everything | Oprah.wav,67,1
210_The Moment That CHANGED Everything | Oprah.wav,67,1
220_The Moment That CHANGED Everything | Oprah.wav,67,1
230_The Moment That CHANGED Everything | Oprah.wav,67,1
240_The Moment That CHANGED Everything | Oprah.wav,67,1
250_The Moment That CHANGED Everything | Oprah.wav,67,1
260_The Moment That CHANGED Everything | Oprah.wav,67,1
270_The Moment That CHANGED Everything | Oprah.wav,67,1
280_The Moment That CHANGED Everything | Oprah.wav,67,1
290_The Moment That CHANGED Everything | Oprah.wav,67,1
300_The Moment That CHANGED Everything | Oprah.wav,67,1
310_The Moment That CHANGED Everything | Oprah.wav,67,1
0_This Speech WILL FOREVER Change Your Life | Wentworth Miller.wav,49,0
10_This Speech WILL FOREVER Change Your Life | Wentworth Miller.wav,49,0
20_This Speech WILL FOREVER Change Your Life | Wentworth Miller.wav,49,0
30_This Speech WILL FOREVER Change Your Life | Wentworth Miller.wav,49,0
40_This Speech WILL FOREVER Change Your Life | Wentworth Miller.wav,49,0
50_This Speech WILL FOREVER Change Your Life | Wentworth Miller.wav,49,0
60_This Speech WILL FOREVER Change Your Life | Wentworth Miller.wav,49,0
70_This Speech WILL FOREVER Change Your Life | Wentworth Miller.wav,49,0
80_This Speech WILL FOREVER Change Your Life | Wentworth Miller.wav,49,0
90_This Speech WILL FOREVER Change Your Life | Wentworth Miller.wav,49,0
100_This Speech WILL FOREVER Change Your Life | Wentworth Miller.wav,49,0
110_This Speech WILL FOREVER Change Your Life | Wentworth Miller.wav,49,0
120_This Speech WILL FOREVER Change Your Life | Wentworth Miller.wav,49,0
130_This Speech WILL FOREVER Change Your Life | Wentworth Miller.wav,49,0
140_This Speech WILL FOREVER Change Your Life | Wentworth Miller.wav,49,0
150_This Speech WILL FOREVER Change Your Life | Wentworth Miller.wav,49,0
160_This Speech WILL FOREVER Change Your Life | Wentworth Miller.wav,49,0
170_This Speech WILL FOREVER Change Your Life | Wentworth Miller.wav,49,0
180_This Speech WILL FOREVER Change Your Life | Wentworth Miller.wav,49,0
190_This Speech WILL FOREVER Change Your Life | Wentworth Miller.wav,49,0
200_This Speech WILL FOREVER Change Your Life | Wentworth Miller.wav,49,0
210_This Speech WILL FOREVER Change Your Life | Wentworth Miller.wav,49,0
"0_""YOU Can DO THIS Too"" | How Michael Phelps Became The Best.wav",36,0
"10_""YOU Can DO THIS Too"" | How Michael Phelps Became The Best.wav",36,0
"20_""YOU Can DO THIS Too"" | How Michael Phelps Became The Best.wav",36,0
"30_""YOU Can DO THIS Too"" | How Michael Phelps Became The Best.wav",36,0
"40_""YOU Can DO THIS Too"" | How Michael Phelps Became The Best.wav",36,0
"50_""YOU Can DO THIS Too"" | How Michael Phelps Became The Best.wav",36,0
"60_""YOU Can DO THIS Too"" | How Michael Phelps Became The Best.wav",36,0
"70_""YOU Can DO THIS Too"" | How Michael Phelps Became The Best.wav",36,0
"80_""YOU Can DO THIS Too"" | How Michael Phelps Became The Best.wav",36,0
"90_""YOU Can DO THIS Too"" | How Michael Phelps Became The Best.wav",36,0
"100_""YOU Can DO THIS Too"" | How Michael Phelps Became The Best.wav",36,0
"110_""YOU Can DO THIS Too"" | How Michael Phelps Became The Best.wav",36,0
"120_""YOU Can DO THIS Too"" | How Michael Phelps Became The Best.wav",36,0
"130_""YOU Can DO THIS Too"" | How Michael Phelps Became The Best.wav",36,0
"140_""YOU Can DO THIS Too"" | How Michael Phelps Became The Best.wav",36,0
"150_""YOU Can DO THIS Too"" | How Michael Phelps Became The Best.wav",36,0
"160_""YOU Can DO THIS Too"" | How Michael Phelps Became The Best.wav",36,0
"170_""YOU Can DO THIS Too"" | How Michael Phelps Became The Best.wav",36,0
"180_""YOU Can DO THIS Too"" | How Michael Phelps Became The Best.wav",36,0
"190_""YOU Can DO THIS Too"" | How Michael Phelps Became The Best.wav",36,0
0_This Simple Habit Will DRASTICALLY Improve Your Life | Wim Hof.wav,62,0
10_This Simple Habit Will DRASTICALLY Improve Your Life | Wim Hof.wav,62,0
20_This Simple Habit Will DRASTICALLY Improve Your Life | Wim Hof.wav,62,0
30_This Simple Habit Will DRASTICALLY Improve Your Life | Wim Hof.wav,62,0
40_This Simple Habit Will DRASTICALLY Improve Your Life | Wim Hof.wav,62,0
50_This Simple Habit Will DRASTICALLY Improve Your Life | Wim Hof.wav,62,0
60_This Simple Habit Will DRASTICALLY Improve Your Life | Wim Hof.wav,62,0
70_This Simple Habit Will DRASTICALLY Improve Your Life | Wim Hof.wav,62,0
80_This Simple Habit Will DRASTICALLY Improve Your Life | Wim Hof.wav,62,0
90_This Simple Habit Will DRASTICALLY Improve Your Life | Wim Hof.wav,62,0
100_This Simple Habit Will DRASTICALLY Improve Your Life | Wim Hof.wav,62,0
110_This Simple Habit Will DRASTICALLY Improve Your Life | Wim Hof.wav,62,0
120_This Simple Habit Will DRASTICALLY Improve Your Life | Wim Hof.wav,62,0
130_This Simple Habit Will DRASTICALLY Improve Your Life | Wim Hof.wav,62,0
140_This Simple Habit Will DRASTICALLY Improve Your Life | Wim Hof.wav,62,0
150_This Simple Habit Will DRASTICALLY Improve Your Life | Wim Hof.wav,62,0
160_This Simple Habit Will DRASTICALLY Improve Your Life | Wim Hof.wav,62,0
170_This Simple Habit Will DRASTICALLY Improve Your Life | Wim Hof.wav,62,0
180_This Simple Habit Will DRASTICALLY Improve Your Life | Wim Hof.wav,62,0
190_This Simple Habit Will DRASTICALLY Improve Your Life | Wim Hof.wav,62,0
200_This Simple Habit Will DRASTICALLY Improve Your Life | Wim Hof.wav,62,0
210_This Simple Habit Will DRASTICALLY Improve Your Life | Wim Hof.wav,62,0
220_This Simple Habit Will DRASTICALLY Improve Your Life | Wim Hof.wav,62,0
230_This Simple Habit Will DRASTICALLY Improve Your Life | Wim Hof.wav,62,0
240_This Simple Habit Will DRASTICALLY Improve Your Life | Wim Hof.wav,62,0
250_This Simple Habit Will DRASTICALLY Improve Your Life | Wim Hof.wav,62,0
260_This Simple Habit Will DRASTICALLY Improve Your Life | Wim Hof.wav,62,0
270_This Simple Habit Will DRASTICALLY Improve Your Life | Wim Hof.wav,62,0
280_This Simple Habit Will DRASTICALLY Improve Your Life | Wim Hof.wav,62,0
290_This Simple Habit Will DRASTICALLY Improve Your Life | Wim Hof.wav,62,0
300_This Simple Habit Will DRASTICALLY Improve Your Life | Wim Hof.wav,62,0
310_This Simple Habit Will DRASTICALLY Improve Your Life | Wim Hof.wav,62,0
0_Turn Your PASSION Into SUCCESS | Mark Manson.wav,37,0
10_Turn Your PASSION Into SUCCESS | Mark Manson.wav,37,0
20_Turn Your PASSION Into SUCCESS | Mark Manson.wav,37,0
30_Turn Your PASSION Into SUCCESS | Mark Manson.wav,37,0
40_Turn Your PASSION Into SUCCESS | Mark Manson.wav,37,0
50_Turn Your PASSION Into SUCCESS | Mark Manson.wav,37,0
60_Turn Your PASSION Into SUCCESS | Mark Manson.wav,37,0
70_Turn Your PASSION Into SUCCESS | Mark Manson.wav,37,0
80_Turn Your PASSION Into SUCCESS | Mark Manson.wav,37,0
90_Turn Your PASSION Into SUCCESS | Mark Manson.wav,37,0
100_Turn Your PASSION Into SUCCESS | Mark Manson.wav,37,0
110_Turn Your PASSION Into SUCCESS | Mark Manson.wav,37,0
120_Turn Your PASSION Into SUCCESS | Mark Manson.wav,37,0
130_Turn Your PASSION Into SUCCESS | Mark Manson.wav,37,0
140_Turn Your PASSION Into SUCCESS | Mark Manson.wav,37,0
150_Turn Your PASSION Into SUCCESS | Mark Manson.wav,37,0
160_Turn Your PASSION Into SUCCESS | Mark Manson.wav,37,0
170_Turn Your PASSION Into SUCCESS | Mark Manson.wav,37,0
180_Turn Your PASSION Into SUCCESS | Mark Manson.wav,37,0
190_Turn Your PASSION Into SUCCESS | Mark Manson.wav,37,0
200_Turn Your PASSION Into SUCCESS | Mark Manson.wav,37,0
210_Turn Your PASSION Into SUCCESS | Mark Manson.wav,37,0
220_Turn Your PASSION Into SUCCESS | Mark Manson.wav,37,0
230_Turn Your PASSION Into SUCCESS | Mark Manson.wav,37,0
240_Turn Your PASSION Into SUCCESS | Mark Manson.wav,37,0
250_Turn Your PASSION Into SUCCESS | Mark Manson.wav,37,0
260_Turn Your PASSION Into SUCCESS | Mark Manson.wav,37,0
270_Turn Your PASSION Into SUCCESS | Mark Manson.wav,37,0
280_Turn Your PASSION Into SUCCESS | Mark Manson.wav,37,0
290_Turn Your PASSION Into SUCCESS | Mark Manson.wav,37,0
300_Turn Your PASSION Into SUCCESS | Mark Manson.wav,37,0
310_Turn Your PASSION Into SUCCESS | Mark Manson.wav,37,0
"0_""They Don't Teach You This At School"" | Robert Kiyosaki.wav",74,0
"10_""They Don't Teach You This At School"" | Robert Kiyosaki.wav",74,0
"20_""They Don't Teach You This At School"" | Robert Kiyosaki.wav",74,0
"30_""They Don't Teach You This At School"" | Robert Kiyosaki.wav",74,0
"40_""They Don't Teach You This At School"" | Robert Kiyosaki.wav",74,0
"50_""They Don't Teach You This At School"" | Robert Kiyosaki.wav",74,0
"60_""They Don't Teach You This At School"" | Robert Kiyosaki.wav",74,0
"70_""They Don't Teach You This At School"" | Robert Kiyosaki.wav",74,0
"80_""They Don't Teach You This At School"" | Robert Kiyosaki.wav",74,0
